"id","table_no","template_id","row_no","water_material","add_fee","line_item","group_text","start_position","end_position","field_data","coordinates","ocr_selected_text"
511,2,108,11,0,0,0,0,0,0,"Manifest Quantity: 5,490 Gallons && Gross Weight: && 74,680","0.1698|4.7803|3.7021|-0.1905 && 3.8719|4.7803|1.9132|-0.1905 && 5.7851|4.7803|2.0623|-0.1988",""
512,2,108,12,0,0,0,0,0,0,"Unloaded Quantity: 5,529 Gallons && Tare Weight: && 33,960","0.1698|4.9708|3.7021|-0.1739 && 3.8719|4.9708|1.9132|-0.1739 && 5.7851|4.9708|2.0623|-0.1739",""
513,2,108,13,0,0,0,0,0,0,"PO Number: && Net Weight: && 40,720","0.1698|5.1447|3.7021|-0.1740 && 3.8719|5.1447|1.9132|-0.1823 && 5.7851|5.1447|2.0623|-0.1823",""
514,2,108,14,0,0,0,0,0,0,"Reference: && Tonnage: && 20.36","0.1698|5.3187|3.7021|-0.2319 && 3.8719|5.3187|1.9132|-0.2402 && 5.7851|5.327|2.0623|-0.2319",""
515,2,108,15,0,0,0,0,0,0,"Sludge Volume: 0 Gallons After Unloading","0.1698|5.5506|3.7021|-0.1988",""
516,2,108,16,0,0,0,0,0,0,"Agitate Load: No","0.1698|5.7494|3.7021|-0.1574",""
517,2,108,17,0,0,0,0,0,0,"Truck Washed: No","0.1698|5.9068|3.7021|-0.1656",""
518,2,108,18,0,0,0,0,0,0,"Able to Backflush: No","0.1698|6.0724|3.7021|-0.2320",""
519,2,108,19,0,0,0,0,0,0,"Laboratory Information","0.1698|6.3044|3.7021|-0.2319",""
520,2,108,20,0,0,0,0,0,0,"Sample Number: 2401855 && BTU/lb: 9,520 && Sulfur: 0.02 %","0.1698|6.5363|3.7021|-0.1822 && 3.8719|6.5363|1.9132|-0.1822 && 5.7851|6.5446|2.0540|-0.1739",""
521,2,108,21,0,0,0,0,0,0,"Tank Compatibility: Yes && Moisture: 26.08 % && Density: 7.36 lb/gal && Chlorine: 0.03 % && pH: 7.28 && Mercury: N/A","0.1698|6.7185|3.7021|-0.5219 && 3.8719|6.7185|1.9132|-0.1740 && 5.7851|6.7185|2.0540|-0.1740 && 3.8719|6.8925|1.9132|-0.1739 && 5.7851|6.8925|2.0540|-0.1739 && 5.7851|7.0664|2.0540|-0.1823",""
522,3,108,1,0,0,0,0,0,0,"Customer Order No. && # of Packages && Weight && Pallet/Slip (circle one) && Additional Shipper Information","0.4441|4.7259|2.9046|-0.3538 && 3.3487|4.7653|0.8738|-0.3302 && 4.2225|4.781|0.5038|-0.3223 && 4.7263|4.7888|0.8108|-0.3224 && 5.5371|4.7967|2.5268|-0.3459",""
523,3,108,2,0,0,0,0,0,0,"Y :selected: && N","4.7184|5.1033|0.3857|-0.2280 && 5.1041|5.1033|0.4251|-0.2359",""
524,3,108,3,0,0,0,0,0,0,"Y :selected: && N","4.7184|5.3313|0.3857|-0.2202 && 5.1041|5.3313|0.4251|-0.2280",""
525,3,108,4,0,0,0,0,0,0,"Grand Total","0.4362|5.4886|2.8968|-0.2673",""
526,4,108,1,0,0,0,0,0,0,"Qty && Type && Qty && Type && Weight && HM (X) :selected: && Commodity Description Commodities requiring special or additional care or attention in handling or stowing must be so marked and packaged as to ensure safe transportation with ordinary care","0.4088|6.1716|0.3816|-0.5013 && 0.7904|6.1795|0.5645|-0.5013 && 1.3549|6.1955|0.4692|-0.4933 && 1.8241|6.2034|0.3896|-0.4934 && 2.2137|6.2034|0.6281|-0.5013 && 2.8418|6.2114|0.4055|-0.5013 && 3.2473|6.2193|3.4905|-0.5491 && 6.7378|6.2671|0.6599|-0.5092 && 7.3977|6.275|0.6441|-0.5093",""
527,4,108,2,0,0,0,0,0,0,"1 && TT && 5496645Ã— && :selected: && UN1993, Flammable Liquids, N.O.S. (Xylene), 3, PGII","0.3929|6.6649|0.3816|-0.2387 && 1.8161|6.6888|0.3896|-0.2387 && 2.2057|6.6968|0.6281|-0.2387 && 2.8338|6.7047|0.4055|-0.2387 && 3.2393|6.7127|3.4905|-0.2864",""
528,4,108,3,0,0,0,0,0,0,"","",""
529,4,108,4,0,0,0,0,0,0,"Jim Divor 4-1-24","3.2314|7.1742|3.4825|-0.2785",""
530,4,108,5,0,0,0,0,0,0,"","",""
531,4,108,6,0,0,0,0,0,0,"","",""
532,5,108,1,0,0,0,0,0,0,"040124AFL && LC1116274 && TW3150","1.3416|4.779|2.6749|-0.3639 && 4.0165|4.779|3.2524|-0.3639 && 7.2689|4.779|2.6749|-0.3639",""
538,1,110,1,6567,0,1,0,1,16,"SPRINGFIELD, MO-PLANT &&  && 04/08/24 && SROA01-00460602 && 04/05/24 && ODD PALLET SCRAP && 26 && 1,170 && 0.59","0.6296,0.9454,1.7938,-0.2272  &&  2.4234,0.9454,0.7195,-0.2272  &&  3.1429,0.9454,0.6210,-0.2272  &&  3.7639,0.9454,1.3207,-0.2272  &&  5.0846,0.9454,1.1828,-0.2272  &&  6.2674,0.9454,1.8924,-0.2272  &&  8.1598,0.9454,0.6998,-0.2272  &&  8.8596,0.9454,0.6900,-0.2272  &&  9.5496,0.9454,0.7392,-0.2272","ODD PALLET SCRAP"
539,1,110,2,6554,0,1,0,1,21," &&  &&  &&  &&  && SCRAP GMA MIXED 48X40 && 487 && 21,915 && 10.96","0.6296,1.1726,1.7938,-0.2075  &&  2.4234,1.1726,0.7195,-0.2075  &&  3.1429,1.1726,0.6210,-0.2075  &&  3.7639,1.1726,1.3207,-0.2075  &&  5.0846,1.1726,1.1828,-0.2075  &&  6.2674,1.1726,1.8924,-0.2075  &&  8.1598,1.1726,0.6998,-0.2075  &&  8.8596,1.1726,0.6900,-0.2075  &&  9.5496,1.1726,0.7392,-0.2075","SCRAP GMA MIXED 48X40"
540,1,110,3,0,0,0,0,1,0," &&  && 04/23/24 && SROA01-00460604 && 04/22/24 && ODD PALLET SCRAP && 39 && 1,755 && 0.88","0.6296,1.3801,1.7938,-0.2075  &&  2.4234,1.3801,0.7195,-0.2075  &&  3.1429,1.3801,0.6210,-0.1977  &&  3.7639,1.3801,1.3207,-0.1977  &&  5.0846,1.3801,1.1828,-0.1977  &&  6.2674,1.3801,1.8924,-0.1977  &&  8.1598,1.3801,0.6998,-0.1977  &&  8.8596,1.3801,0.6900,-0.1977  &&  9.5496,1.3801,0.7392,-0.1977",""
541,1,110,4,0,0,0,0,0,0," &&  &&  &&  &&  && SCRAP GMA MIXED 48X40 && 355 && 15,975 && 7.99","0.6296,1.5876,1.7938,-0.1977  &&  2.4234,1.5876,0.7195,-0.1977  &&  3.1429,1.5876,0.6210,-0.1977  &&  3.7639,1.5778,1.3207,-0.2075  &&  5.0846,1.5778,1.1828,-0.2075  &&  6.2674,1.5778,1.8924,-0.2075  &&  8.1598,1.5778,0.6998,-0.2075  &&  8.8596,1.5778,0.6900,-0.2075  &&  9.5496,1.5778,0.7392,-0.2075",""
542,1,110,5,0,0,0,0,0,0,"Total &&  &&  &&  &&  &&  && 907 && 40,815 && 20.41","0.6296,1.7853,1.7938,-0.1976  &&  2.4234,1.7853,0.7195,-0.1976  &&  3.1429,1.7853,0.6210,-0.1976  &&  3.7639,1.7853,1.3207,-0.1976  &&  5.0846,1.7853,1.1828,-0.1976  &&  6.2674,1.7853,1.8924,-0.1976  &&  8.1598,1.7853,0.6998,-0.1976  &&  8.8596,1.7853,0.6900,-0.1976  &&  9.5496,1.7853,0.7392,-0.2075",""
543,1,111,1,0,0,0,0,0,0,"Issued && 04/30/2024","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
4.718,2.3394,2.1107,-0.2769  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  6.8287,2.3442,1.2176,-0.2769,,,",""
544,1,111,2,0,0,0,0,0,0,"Due && 05/30/2024","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
4.718,2.6163,2.1107,-0.2626  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  6.8287,2.6163,1.2224,-0.2626,,,",""
545,1,111,3,0,0,0,0,0,0,"Total && $4,378.28","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
4.7228,2.8789,2.1059,-0.2912  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  6.8287,2.8789,1.2224,-0.2912,,,",""
546,2,111,1,0,0,0,0,0,0,"04/01/2024 &&  &&  && ","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,4.8563,1.8286,-0.2981  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,4.8563,3.4534,-0.2981  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,4.8563,1.4990,-0.2981  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,4.8563,0.8869,-0.2981,,,",""
547,2,111,2,0,1,1,0,1,17,"CONTAINER SERVICE && 2449 S. 6755 W., Suite E, West Valley && 1 && $148.58*","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,5.1544,1.8286,-0.3452  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,5.1544,3.4534,-0.3531  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,5.1544,1.4990,-0.3531  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,5.1544,0.8869,-0.3531,,,","CONTAINER SERVICE"
548,2,111,3,5318,0,1,0,1,12,"DISPOSAL FEE &&  && 1.88 && $92.68*","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,5.5075,1.8286,-0.3452  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,5.4996,3.4534,-0.3531  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,5.5075,1.4990,-0.3530  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,5.5075,0.8869,-0.3452,,,","DISPOSAL FEE"
549,2,111,4,0,13,1,0,1,16,"FUELSURCHG/ENVIRFEE &&  && 1 && $18.02*","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,5.8527,1.8286,-0.3609  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,5.8527,3.4534,-0.3609  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,5.8527,1.4990,-0.3687  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,5.8605,0.8947,-0.3609,,,","FUELSURCHG/ENVIR"
550,2,111,5,0,0,0,0,11,10,"04/09/2024 &&  &&  && ","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,6.2136,1.8286,-0.2903  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,6.2136,3.4534,-0.2981  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,6.2136,1.4990,-0.2981  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,6.2214,0.8947,-0.2903,,,",""
551,2,111,6,0,0,0,0,18,17,"CONTAINER SERVICE && 2449 S. 6755 W., Suite E, West Valley && 1 && $148.58*","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,6.5117,1.8286,-0.3374  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,6.5039,3.4534,-0.3530  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,6.5117,1.4990,-0.3452  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,6.5117,0.8947,-0.3452,,,",""
552,2,111,7,0,0,0,0,1,0,"DISPOSAL FEE &&  && 1.57 && $77.40*","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4057,6.8491,1.8286,-0.3530  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2343,6.8491,3.4534,-0.3609  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  5.6877,6.8569,1.4990,-0.3531  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.1867,6.8569,0.8947,-0.3452,,,",""
